null,440,-331,-305,-595,-616,-308,-920,950,-330,-343,933,-126,-434,-907,null,-940,-138,-113,-890,null,-218,-751,70,108,139,-954,748,-268,919,-778,null,-476,852,371,929,-373,171,null,-158,407,-436,397,397,-469,-188,627,-592,null,-493,-602,735,-212,813
null,61,739,null,899,303,-392,441,595,451,586,-367,-444,574,742,-47,-822,931,575,-198,null,533,-552,-863,660,925,-177,-993,794,-461,-390,null,539,295,null,991,884,655,683,35,-886,null,521,978,-727,252,-920,-131,null,864,446,-6,869,-184
null,-265,-196,null,-197,-467,960,-281,586,813,758,384,-371,-888,207,-140,-882,null,712,-496,null,-472,401,-480,-360,35,716,651,844,851,-503,null,-866,-102,null,-50,-502,-553,689,70,293,null,null,857,-782,401,-183,-672,null,-105,-275,344,-122,-991
877,-820,949,-766,701,403,281,-782,524,-108,938,-299,611,-370,592,-102,-655,null,-431,-137,null,432,-66,242,-348,-644,162,220,135,917,639,525,769,78,null,-235,null,547,792,-743,-262,7,839,-468,-570,981,474,459,-921,266,-297,920,-947,291
null,-166,-532,null,-901,534,-266,-536,404,-93,-221,-348,-117,630,-874,null,-463,-271,854,562,null,-391,644,-381,-989,-214,-874,211,687,-236,864,null,-760,978,-287,-609,-762,52,-92,-997,-583,10,null,-354,735,-559,401,293,null,-725,114,-757,154,946
-530,825,97,null,-109,384,-807,850,256,345,206,831,-529,-539,844,null,947,427,366,969,null,737,-918,663,-562,-113,629,983,51,462,-851,null,77,-854,null,210,null,991,null,-42,49,-103,464,931,-586,848,730,659,null,111,25,914,-562,681
null,-19,-76,110,953,-902,676,805,367,659,-501,700,818,-79,-666,-578,246,312,188,701,null,366,846,-413,633,573,563,87,-731,137,169,null,-97,-576,126,940,670,-799,183,-825,-682,164,null,6,-423,-145,512,-524,-119,861,197,-566,-596,869
192,711,937,null,-982,930,16,-836,-185,138,-323,-808,214,593,409,null,-487,null,-556,-714,-231,-723,537,-382,332,265,467,-661,-944,-603,817,294,-368,-47,515,-469,null,-278,null,495,838,405,null,-800,-668,999,664,718,-836,16,69,-657,-924,-724
-716,-784,-6,null,463,194,-759,-478,282,951,579,-970,838,897,-558,null,-825,null,-865,367,null,901,-844,15,866,-866,619,-336,424,187,141,null,281,8,null,-845,null,-935,null,603,383,null,null,-238,983,595,-95,-5,null,396,250,-34,-759,-419
440,669,79,null,656,-4,-30,963,993,550,-950,-926,-625,788,-853,869,69,975,567,105,-634,838,929,-260,262,-407,298,976,-889,-178,-671,-610,937,332,-534,652,800,563,978,-454,-890,null,null,-159,-385,-194,-177,591,null,-103,-623,249,-89,-359
657,75,-457,null,543,107,-978,330,816,-79,-850,-439,-984,-741,-310,null,-958,null,-73,-457,null,635,177,-431,-966,353,-732,471,-799,-5,-86,405,-173,-187,867,-937,-256,78,null,-962,-722,null,null,-283,787,-950,-717,-993,null,109,-949,26,978,-421
null,-342,-321,-66,-560,774,-913,584,643,152,542,-499,-80,150,5,-264,-233,859,-388,-916,null,434,514,-951,-156,-19,629,-780,-709,642,911,464,160,-283,195,-209,null,808,null,304,-9,102,null,641,688,-423,0,-794,null,881,-549,-346,-769,952
null,846,-345,null,-654,-926,-977,-99,132,148,-45,-150,108,402,639,null,883,null,-544,161,-410,457,-293,624,716,-832,28,-361,-763,407,366,null,869,-708,595,678,609,892,-811,230,-608,-797,null,-571,-674,67,-460,-916,null,-668,162,615,595,172
null,-975,766,618,-20,-945,-2,834,114,-649,395,-752,640,961,108,null,850,-390,544,-900,-854,-542,342,743,537,-851,-377,459,695,-731,24,null,454,414,52,-451,982,-910,445,-805,918,null,-99,354,517,359,-971,666,null,-941,723,-240,-160,106
528,-634,-614,null,403,928,37,453,964,-531,-971,725,744,268,623,null,-639,null,844,-809,-20,957,-910,-734,-281,-552,-300,-800,-356,-473,-900,-785,-698,709,728,686,-266,958,null,678,-511,812,-884,-573,885,-854,-112,709,-265,-795,14,-530,-629,-834
null,463,646,null,-994,-107,-126,783,682,-662,910,-538,444,39,834,94,207,null,-944,-254,null,212,607,-49,-427,-497,-896,-309,-306,928,425,918,242,-552,-164,11,-681,637,null,298,-253,63,null,-940,-477,-995,-424,-634,null,-488,-731,326,-430,2
-691,-759,-454,null,-692,957,784,916,904,-173,801,178,-661,-217,160,null,-415,457,563,-755,-888,665,-35,737,550,558,-307,638,-119,570,-269,-556,689,449,428,-12,898,713,null,-420,-17,null,-630,-924,-385,159,435,-750,-891,153,259,-542,-685,135
920,-139,915,-141,-233,-655,23,-1,-892,690,-450,-711,282,714,628,null,-849,-913,-415,807,766,932,-456,41,-307,337,-659,-373,-984,626,855,null,-803,-936,-108,520,null,-986,null,206,107,-591,-585,-447,-848,62,-778,-961,828,-698,157,563,419,-330
null,-22,-284,null,-447,-576,-839,282,756,32,-594,113,-514,-151,-341,null,-909,433,-696,-372,null,793,917,-699,-600,286,-36,-704,387,458,-961,-640,-933,-454,-903,-219,null,-859,null,836,-728,null,null,684,-837,-865,-695,-31,743,-676,-749,-882,-544,128
null,99,-632,null,-131,661,-923,-895,718,-73,523,-968,-165,-265,956,-58,-695,null,592,-101,-904,-947,649,-525,57,681,679,-860,888,269,-228,null,509,-496,8,-582,null,389,null,-908,-277,null,null,910,-143,803,-18,581,null,335,-508,265,-872,984
null,65,238,null,-752,-268,642,-672,-451,-289,870,-513,-413,-371,478,-518,743,null,313,-87,-779,-181,866,-655,-983,-201,279,-352,608,639,-725,null,-766,197,null,344,null,-23,null,-238,421,null,null,699,85,297,43,-768,-161,677,504,9,-791,905
null,-745,888,871,-65,-768,-99,-491,-557,698,-230,-707,-164,622,267,722,508,null,-639,815,86,-699,598,699,178,-543,-72,356,359,-53,41,null,-765,757,null,171,-648,155,522,-114,221,null,357,382,256,840,-832,550,215,565,842,75,86,-111
null,-367,250,null,-960,-980,-822,335,-217,-145,-365,39,156,-60,-675,null,609,-941,-864,622,195,-456,-47,782,-949,247,207,-452,-730,238,-333,null,470,522,-935,-583,-463,-274,378,560,-988,-86,204,774,-204,884,644,-100,null,284,-73,338,-969,618
null,-691,129,348,188,-431,-81,-568,587,-665,-380,-319,336,-648,-89,628,86,-319,864,904,-591,347,-46,-996,-877,518,206,382,-783,-688,-414,null,123,-299,-102,442,null,159,-980,355,577,-130,null,611,-767,-728,-202,-455,null,25,903,-621,732,923
909,-676,-598,589,-925,84,-709,-527,-505,571,-868,283,858,97,-143,null,-470,142,765,-562,-556,345,-707,-124,-232,88,242,-608,-849,-638,977,null,874,-629,null,661,742,905,443,-956,-118,null,null,-262,749,286,-352,-404,null,-252,335,-247,-272,841
-528,751,11,-792,306,687,940,-334,-715,-713,-118,-179,713,282,-327,-382,-87,-883,634,538,null,-361,-502,742,685,538,-965,100,-657,653,-895,-16,-167,902,null,-200,-193,328,null,242,251,58,846,661,786,942,-6,-260,null,-238,464,887,-851,-228
798,-945,387,661,716,164,828,560,-979,538,-646,-58,-807,-11,526,952,-583,null,-178,28,null,-165,-462,276,658,-521,894,298,165,-997,-918,-765,-623,962,-529,764,-42,752,null,-974,-140,-951,null,-837,618,-617,417,44,43,176,-491,-972,548,-95
807,173,-887,-805,-760,267,-466,108,-90,158,-936,77,-746,-299,552,-212,155,null,-132,-890,null,-748,-357,-690,314,39,328,-271,-342,673,197,null,-179,105,null,-950,577,437,null,175,-864,null,null,610,197,665,661,-11,null,-713,765,-290,283,-420
null,-89,95,-659,780,821,-12,-492,335,-298,-425,-444,454,953,335,776,874,null,-871,182,null,-854,722,845,257,-287,-694,889,115,-282,479,null,464,14,922,-289,-108,-984,null,-938,634,null,-532,-372,594,318,772,-559,376,173,-699,-116,614,-746
null,418,-388,null,-463,-779,-260,-906,-11,665,70,272,-653,877,-228,null,720,null,969,-577,null,-864,-33,-567,41,-298,779,762,931,68,-446,247,175,553,-343,515,-68,-281,109,933,721,318,null,-268,381,251,-414,-174,null,-152,205,-187,138,-735
null,-468,111,-575,-540,325,-52,-765,578,-668,685,-581,-923,-804,740,null,68,null,-998,300,-842,-927,273,-37,-706,-93,-833,385,973,-603,425,-223,532,-962,null,-848,null,-176,null,468,-659,261,null,568,668,-338,-2,499,550,-781,587,945,18,-311
null,408,142,155,-94,-344,-349,-521,545,-882,122,766,87,837,711,425,-835,null,43,-850,86,-625,-387,13,128,-798,-226,389,569,-433,751,null,-413,363,null,933,null,-443,-742,393,-409,null,null,-106,547,699,-893,208,null,753,-265,571,600,516
992,-734,-675,null,-626,-658,530,-617,-268,-737,697,-517,-663,-459,-234,80,571,null,-931,-838,496,-510,-374,780,-776,-331,684,-98,-497,741,-588,null,474,289,152,-325,null,-554,null,-758,486,881,759,-455,-668,-724,459,797,null,-869,965,-528,556,917
-975,-524,-763,85,759,862,955,-270,326,-961,-427,709,-795,278,-625,265,65,462,-938,-408,-661,-378,932,923,357,221,408,907,-442,-993,93,280,145,-297,null,642,null,201,171,724,276,null,null,144,50,798,687,-382,null,20,-950,-650,-381,563
null,810,570,null,-841,-282,-373,796,-184,664,-971,122,43,-852,-989,null,-210,null,-841,-242,-557,-832,-609,866,490,-696,275,468,-402,581,358,null,813,182,960,-825,-984,-751,-274,-449,57,-362,null,-569,-390,-315,513,-619,892,-140,-705,526,602,753
null,-853,472,null,654,-342,564,-761,164,314,345,516,-257,-412,-154,null,540,-356,-545,829,-139,-995,-162,880,992,-36,997,-759,58,-517,-575,null,-754,422,null,460,null,-213,null,-727,417,-723,-252,720,483,189,275,-612,null,-253,834,998,120,324
-481,108,745,21,167,311,-404,809,932,159,612,-567,-185,-851,986,40,252,206,-250,975,-903,673,-536,960,770,-146,-394,955,233,-134,-848,902,-652,182,null,670,null,-980,-482,126,63,null,8,320,958,-106,873,301,null,-879,494,566,909,-404
null,-850,670,868,-890,89,-819,823,666,-563,379,991,-184,555,-22,-893,822,365,917,186,-624,-938,-322,-170,923,346,131,-44,826,-776,-701,163,-548,-865,205,652,null,-712,null,-171,-844,567,957,-302,796,363,300,-348,-503,-463,666,925,724,-676
null,-647,44,-151,879,-752,-452,-323,580,-656,-808,-224,-135,-847,-663,-62,98,null,676,-51,null,439,191,-694,275,200,571,-149,981,-835,-872,null,-321,-127,672,218,-594,838,-475,535,-735,null,null,-16,-476,-708,875,-620,null,720,-420,-766,-918,-757
null,909,-128,null,958,207,-972,-354,-308,471,-998,415,-720,-118,396,190,320,-436,-770,60,-427,357,-785,585,468,-255,-231,363,-131,648,-313,517,-130,-640,null,438,null,810,null,694,-180,-575,278,-474,-313,-761,-53,823,null,-859,709,829,967,49
null,-854,-620,null,-305,-552,-759,368,-256,-633,-350,87,156,-247,221,null,220,null,46,465,-381,-494,499,197,700,734,-492,859,-646,334,660,null,-516,22,-910,-170,null,235,null,793,-90,null,-989,-603,-712,51,177,309,193,581,-435,401,-117,71
null,-206,-397,null,977,-343,-902,-815,-492,-177,-850,-107,-302,-806,700,null,-36,null,514,242,663,-254,416,-950,74,-917,617,-414,361,418,854,null,550,374,-128,119,null,-745,-670,-747,-352,null,-530,-174,-553,963,-234,-716,null,417,-206,195,-946,-439
null,-659,-739,-559,645,-371,826,567,-788,-839,-198,-706,-694,-489,966,-538,-542,27,-915,113,-427,444,-927,-355,-900,-129,131,-634,-46,743,272,null,846,14,418,-275,774,-470,284,179,-6,null,27,-345,83,723,328,-945,-756,222,-868,-381,-665,-110
-30,-521,709,-577,320,299,267,-437,-82,668,753,397,582,829,-627,319,-812,null,-327,607,-615,324,-613,-14,-988,928,-236,-458,-204,-787,757,null,-402,-4,-187,-175,686,869,null,651,-491,null,null,451,-377,316,-390,-719,null,-60,-308,-503,-407,-278
-994,-926,-658,null,155,-49,-733,-968,-174,-344,-179,-263,-691,346,32,null,730,null,-371,-563,null,-957,78,740,-146,-27,187,573,379,274,-433,-337,207,801,24,-481,709,-798,-661,-592,995,-968,null,756,-405,989,158,-661,-217,689,284,-416,315,-445
null,683,466,-843,383,729,-915,-907,439,547,-94,-661,-232,955,165,474,-327,null,-806,-958,222,-481,-212,-705,907,259,-111,-237,758,143,729,null,319,-614,null,-245,-642,-601,null,-281,179,null,-158,312,-982,598,112,-738,-150,-918,-802,-892,678,685
979,-270,201,null,-982,768,-64,-588,-454,284,977,-526,179,343,894,null,133,null,-355,738,null,-549,406,-834,-540,-349,767,-303,789,402,723,null,-828,490,null,-579,null,-260,658,688,670,null,null,305,682,586,858,-391,null,116,306,152,325,930
-748,-494,-342,100,-730,975,280,364,-158,198,-923,-258,-280,786,495,null,-798,null,-575,-643,null,406,-544,-301,-784,-784,479,-418,-662,-876,-608,-808,-195,110,null,776,null,755,64,444,139,null,-64,-690,824,4,262,-254,-862,-131,-133,-297,-601,460
-256,817,-729,null,792,-719,-451,-733,-429,670,999,-807,175,559,-621,-807,263,-208,813,-588,344,107,335,516,44,972,-952,718,-398,263,917,null,-851,96,770,-509,null,606,-790,749,-820,447,-37,38,-811,27,-55,33,null,-425,-64,791,-183,-115
null,421,-347,null,180,-611,-120,29,136,-380,832,-86,706,-323,-739,-988,671,null,-53,696,null,-852,224,-147,370,809,-611,219,840,55,145,null,-30,-207,null,733,-912,-882,null,252,-363,null,null,-702,-870,-733,-236,-989,772,887,962,785,739,436
-849,-115,187,null,-146,-195,-696,-113,-430,993,398,-160,170,-55,-190,-479,555,467,37,-357,null,101,-567,965,410,-391,-361,-950,629,-648,227,null,-408,-698,18,597,null,-471,-45,-755,143,-589,null,-370,104,397,319,-863,null,-706,77,204,-803,-13
965,-557,-512,null,-899,387,-17,-445,-566,934,877,-219,857,181,107,655,537,null,963,-887,null,230,583,627,606,388,-80,504,-423,-951,972,null,794,244,null,-130,645,-226,null,185,975,381,null,-577,556,775,-839,-205,938,-229,895,326,626,-486
null,63,-445,-25,779,-181,713,840,717,4,-769,-309,-259,-233,-100,null,-485,-411,-610,29,null,663,420,-458,187,57,16,201,49,-77,-874,null,-998,513,null,-837,null,19,-327,386,-279,38,-532,-963,-407,10,492,-949,null,-554,-518,463,684,380
821,473,159,-248,713,568,879,-341,-610,64,-999,589,520,-999,344,876,363,null,-368,-703,451,-845,328,340,642,-835,-587,-381,508,-420,-613,-124,548,-653,866,165,null,0,null,-509,-84,null,null,558,-334,-71,-759,16,null,-585,354,424,47,-709
null,845,324,862,-745,-733,187,-845,-641,-568,98,554,-181,-946,730,null,791,507,106,-285,865,-751,-275,301,964,-47,604,332,632,-666,-700,null,782,-901,null,-613,155,223,null,-379,42,492,993,-418,703,-77,318,-654,null,331,821,-292,-265,166
null,3,315,null,-789,-398,700,969,746,-447,-820,-152,960,-706,847,865,474,-133,-558,751,null,-847,-44,-801,-971,-453,-305,869,602,-739,-933,null,-978,351,null,-380,758,-632,null,-719,-268,541,null,-771,-872,-909,325,641,null,865,528,488,604,772
921,131,-103,631,976,798,43,-811,265,-940,350,159,-936,-3,63,null,-523,-477,-841,668,null,-949,-784,343,860,140,534,304,-721,1,253,992,-987,413,null,-493,null,-532,null,168,-503,null,7,-411,-944,-164,752,-436,null,9,764,-408,368,94
null,387,-748,99,-7,-637,547,26,-55,354,-986,-961,656,-220,908,-35,171,null,432,-646,64,612,815,-278,344,-629,7,419,250,-706,920,null,-279,3,null,432,559,266,null,553,-777,null,-738,163,807,-94,-996,633,null,716,-359,-939,-800,472
null,-264,4,617,-255,-270,-18,-118,915,-699,777,781,397,508,942,null,-981,null,-995,-353,691,-720,-85,63,220,835,324,95,544,-520,-603,39,-98,-802,-672,184,null,703,535,980,253,885,null,264,602,-55,-116,-749,-922,734,769,926,-929,-248
-778,-786,-611,null,-341,-416,-947,438,100,757,-74,839,212,-119,5,313,343,304,649,373,null,709,-272,600,456,-98,-541,928,-925,423,-184,null,644,-486,997,722,419,-955,461,796,-681,null,300,-187,-308,601,145,-326,null,-964,668,-447,694,-90
-72,18,-435,725,329,-500,-158,638,58,85,-423,-108,-622,-839,-302,596,-449,997,68,393,null,812,-211,782,762,27,344,-726,-832,-354,-116,null,-37,-765,381,540,null,346,-405,-373,-919,465,null,410,-992,839,-451,763,906,-750,108,829,-234,663
-245,-446,-954,-508,-979,976,392,-154,-47,-342,-985,-693,314,-172,-47,null,-362,-660,679,524,null,-447,9,761,-473,-139,-825,-759,-188,-593,639,null,290,663,481,393,null,-213,null,-287,-968,null,null,-341,505,-988,98,646,-474,715,5,437,-499,-650
-522,-123,-604,null,997,753,-979,-456,316,-276,-195,123,79,346,-930,null,-728,586,-784,296,null,614,873,527,752,-883,299,180,321,-109,-974,null,-294,-362,null,299,-687,-269,20,-432,48,-227,888,776,-275,-606,-731,-4,null,818,-491,416,775,-357
-594,916,-336,-285,-300,527,-767,584,928,-996,-376,-66,-717,-561,-165,null,435,null,-662,271,null,278,-864,-989,391,398,-988,-187,367,511,814,null,-177,-389,481,-588,null,959,-436,886,378,798,-944,913,-557,-597,-498,-658,null,527,-349,193,-830,600
-930,339,423,null,-645,782,-159,787,232,527,-129,180,24,60,-977,null,228,null,-746,672,null,565,-601,-10,46,456,222,1,-324,709,491,null,-770,352,476,-592,null,-965,null,-883,-652,null,null,589,494,760,-693,204,315,-236,-161,634,751,-468
-470,-947,576,null,-220,596,315,-166,958,-955,21,49,-500,309,-927,65,-971,null,-113,-882,-631,689,-760,999,267,934,-551,876,407,860,-128,null,-622,225,null,450,-248,948,null,291,193,null,617,819,-935,660,309,100,null,-783,651,-215,-207,170
null,-598,-496,null,680,324,597,59,487,283,934,-858,251,130,414,null,-987,null,227,180,334,418,74,805,-31,986,300,297,-461,-436,-811,null,-589,-230,null,-611,null,820,464,-51,-18,-318,-936,-793,283,-592,-329,-326,null,-16,-422,669,981,29
null,-985,-638,null,-316,-5,32,848,965,222,230,-416,-222,-38,-999,237,331,null,521,351,13,673,-925,-784,496,936,667,596,189,262,-315,169,621,678,625,725,659,-632,-165,873,92,null,-427,-937,-806,-782,287,-407,-346,-572,282,934,-613,413
null,349,83,676,-380,863,-340,368,-657,-937,-937,-986,22,180,465,null,602,229,-824,-23,null,219,384,-735,439,-353,377,-935,-803,-418,321,null,565,-588,13,200,null,373,null,-797,352,null,null,1,-590,613,52,-692,null,687,-969,207,-289,2
null,-958,217,259,640,345,-4,-784,-171,178,-600,582,817,-817,-893,717,49,null,513,732,-223,-195,-841,621,-845,-334,635,-865,-988,123,395,-110,496,-424,null,58,null,-283,-639,984,113,null,null,-999,-453,538,-644,455,null,-861,-333,-994,-387,40
null,-137,345,824,407,-542,-386,-690,-724,-536,107,749,465,-837,536,null,-545,76,-60,311,-424,-237,-396,127,-346,981,271,-411,159,-888,326,-763,446,-363,null,505,-348,102,null,-953,566,-889,-784,999,311,460,-658,234,null,744,830,-546,851,-694
null,-575,-777,327,-680,783,-274,497,-732,898,-81,-4,-650,286,-423,-175,758,145,366,231,null,212,-632,771,264,547,777,902,782,330,-875,626,-914,625,null,-889,null,19,null,-830,750,null,24,955,924,789,826,724,905,481,503,877,227,-547
null,963,845,-907,724,534,879,-53,-213,263,-838,-294,86,-484,-260,-962,789,null,-838,-566,null,-503,-198,662,-856,728,503,317,-848,638,-667,null,909,-394,-583,-107,87,783,-198,-909,415,null,733,-406,455,64,-968,379,null,957,649,-160,-468,193
558,-301,62,276,168,-994,839,-651,911,781,-420,214,536,752,-177,null,642,-952,-469,-528,null,252,-409,-495,-149,338,650,255,-573,-216,-379,null,-833,-178,636,8,792,577,73,-127,778,null,null,-629,-747,-842,-339,-467,null,576,-12,-153,605,-585
863,63,-21,null,-124,8,664,-252,-36,562,-401,-532,683,-955,76,917,770,null,-165,-578,-437,536,-515,-381,903,-942,-239,-202,962,137,841,-704,376,-733,null,111,-861,856,null,940,131,119,null,-30,915,154,547,-231,-205,854,660,949,724,-731
null,-851,-905,null,-657,-661,-471,966,-892,626,-633,810,-296,45,454,813,-587,-834,716,-296,null,-292,920,357,3,139,946,670,-294,635,606,null,-279,-387,149,-756,-979,-135,153,485,-685,-138,null,484,-884,520,-853,-477,350,423,877,754,-681,-483
null,772,468,null,-433,970,239,57,-318,-300,-917,582,772,-218,443,null,-600,211,94,971,678,-59,-285,619,655,-335,119,265,813,411,-28,null,592,309,887,-562,null,-332,null,-930,-106,852,478,440,-615,490,129,439,null,-716,-378,-619,831,-361
-524,309,-160,null,922,876,405,-304,-743,515,835,492,139,-880,210,null,192,844,-27,-16,-640,-500,-535,-82,-981,76,127,839,-478,875,-1000,null,274,615,-966,809,null,-600,-120,416,-518,-905,null,-507,867,715,805,287,null,346,837,-139,-839,-285
-765,-607,-123,257,-914,10,-325,198,-726,834,-904,16,-28,77,606,null,-163,null,-803,148,-232,-7,-455,13,-412,783,-958,-657,246,339,969,null,-297,-542,null,844,-768,-692,null,580,326,null,null,279,236,245,11,498,null,-799,894,191,-949,-190
406,-520,183,null,-756,793,165,775,17,-780,-645,644,-280,593,-227,309,622,null,983,780,null,185,-48,44,-520,826,922,-390,-711,-323,989,null,-580,303,924,282,329,-817,-741,-142,719,20,null,737,-242,-415,-691,782,724,-639,-320,-965,380,655
894,658,-543,-866,-659,205,-214,-618,-425,531,109,-551,971,689,888,603,-976,null,-876,223,null,32,455,715,964,115,-664,-4,-597,-317,343,null,638,308,757,328,null,321,null,18,651,-753,null,-397,-431,-534,235,300,-661,957,997,-175,-532,-945
null,-198,-454,-673,-77,108,300,324,-349,-405,-397,914,-866,-234,452,null,-368,null,-657,200,null,-258,-401,635,406,563,-357,-847,322,640,-867,null,-385,544,null,-288,-364,999,null,452,-296,-6,283,-105,791,203,-463,-825,698,98,-83,-813,812,925
null,296,-576,797,222,486,815,250,-518,85,783,235,26,57,185,null,330,-821,440,103,726,-559,663,607,812,-419,-585,707,-580,-914,-277,null,778,-143,-822,441,null,610,null,860,435,709,417,-644,-772,901,305,-78,null,416,-983,666,-15,740
618,811,-444,null,495,-673,-917,899,315,-134,434,-216,216,640,-910,-878,326,495,715,409,-669,202,511,803,-353,-407,-985,612,-754,-436,-926,58,188,475,411,345,null,-57,null,22,-153,-492,null,-778,617,464,-844,-136,-83,-346,-285,411,622,-418
166,486,-233,null,252,961,-35,-151,-203,-137,774,69,516,-965,-640,-507,-513,null,-141,761,null,-88,-472,-186,-606,-610,-648,352,608,922,772,192,-37,725,492,322,null,616,null,229,-946,null,909,499,-819,-388,842,-855,null,911,-341,-885,-819,886
null,-287,-238,null,-453,533,-573,-320,716,902,-516,-910,429,-861,-493,null,302,null,114,-254,null,-996,496,685,-133,-529,-458,141,15,517,531,-176,-419,643,null,-446,-521,-64,null,623,-480,49,517,-522,641,878,351,115,428,267,-139,317,-831,933
359,506,437,null,466,927,849,744,-417,-975,941,331,-236,238,77,445,-249,-219,-850,-432,-650,216,240,-25,359,-51,-841,-461,-333,198,-261,-477,-465,-576,null,-946,920,161,-801,-563,767,null,-802,116,146,-115,-385,-919,-926,-66,-786,-519,-390,-490
null,311,166,null,-709,-38,-573,-906,-819,-97,-554,-744,20,729,993,228,-3,null,298,911,-23,-889,-207,-961,-457,595,-237,476,317,480,495,null,-846,-921,-496,-386,null,-637,-196,835,-729,501,305,960,-757,-590,250,-744,560,854,-224,241,286,53
148,729,333,824,-635,-923,-356,314,592,661,-10,-126,-173,-513,890,82,-605,-783,443,919,null,-411,970,-883,-66,758,-788,-243,365,-722,921,null,173,-498,-546,214,null,606,null,335,-570,690,null,592,179,555,-90,264,-908,-616,-264,-736,911,-59
-840,442,583,985,577,-881,-725,-217,-988,-392,-970,-704,98,839,693,null,-729,null,886,-866,863,-787,315,437,434,-851,-276,210,-705,-436,532,null,-742,-255,null,-599,-256,-128,-487,794,-914,null,null,-769,-903,538,-591,273,null,-195,-740,-90,-679,377
null,839,984,-698,433,215,-164,562,-997,190,780,3,-19,-568,369,690,-434,null,-734,-319,789,102,-333,270,-934,-240,469,-908,458,892,-587,null,291,905,null,707,null,701,null,-657,-280,null,-908,794,96,856,-578,82,306,-608,982,-256,30,22
676,-104,224,723,-867,675,981,165,588,355,-155,-281,902,-450,812,-243,-97,569,438,-867,40,223,-681,744,664,207,-384,837,-475,797,135,null,691,-972,689,-498,-554,307,810,486,-852,955,null,-423,-452,131,-721,-378,null,-853,-110,-456,889,326
null,-831,159,-584,187,39,940,-435,494,-973,-191,-959,-212,636,-648,null,418,-476,-403,-9,null,-128,208,-233,-822,759,773,-93,550,-217,-396,null,396,-940,-125,965,-252,-424,677,-418,715,null,182,476,-639,181,-355,-541,100,560,368,-835,-284,541
627,-116,876,null,443,-985,-386,-684,-208,-104,478,-445,-405,286,73,-452,-528,null,971,-934,null,-145,622,968,998,-406,3,-319,933,425,-408,-253,270,545,null,687,null,-75,-393,-394,328,null,null,98,463,88,184,-54,null,811,-18,715,-205,-23
-187,-131,-336,null,-107,651,361,-939,192,866,-110,-426,496,105,757,null,-776,14,-333,-23,null,-734,19,-601,165,936,333,371,-429,-635,53,null,-344,135,-790,-199,119,59,null,946,-144,11,null,-980,389,-516,-392,66,null,-856,423,197,608,-499
-343,976,-444,151,634,-674,294,-737,-140,455,-87,-637,-825,452,997,null,-10,null,-714,931,null,769,537,-898,724,402,-271,947,-520,384,172,null,-725,202,null,-523,null,450,-954,53,-96,-179,358,-208,57,366,593,100,null,263,365,389,716,964
null,-787,-150,null,785,-413,504,782,308,-781,413,904,-170,523,269,null,-85,469,-577,-599,149,563,-814,-10,-265,-686,-873,-996,-69,72,426,null,252,364,null,704,null,741,-344,-803,-627,-609,null,-493,-333,372,389,-567,null,472,-655,-581,-797,-557
null,-768,179,506,246,331,-823,-921,226,-782,461,-418,910,-417,-669,null,801,-69,-172,-949,null,-494,-690,161,-360,-309,238,330,110,-667,-944,378,800,-161,null,613,null,-453,66,973,618,null,null,-813,601,407,-818,177,-411,-66,-248,-268,-718,-663
null,955,-327,908,630,218,341,50,-450,-994,-262,-368,-592,-188,-695,null,796,null,759,-659,null,281,897,-644,-396,-888,-850,-582,658,-624,-911,132,-397,926,null,-729,null,-581,null,107,237,-946,null,-112,474,-170,616,629,992,941,735,-867,240,-577
-188,231,990,null,-164,671,-468,-474,458,856,630,887,508,827,-182,-91,256,null,-476,189,580,346,-642,-537,966,-195,-351,544,327,-460,-215,-377,-168,-558,null,590,null,705,null,160,-753,null,null,576,-926,280,488,-823,219,952,461,768,797,9
595,697,973,null,806,752,45,-99,796,478,915,-568,483,366,385,-231,-866,null,41,-423,null,321,745,-916,-693,763,-629,931,871,662,142,null,-810,-314,-39,-680,449,-749,null,214,993,null,null,493,796,825,-62,-290,866,-275,-823,118,154,149
553,-183,757,null,214,155,76,-978,-957,-804,-540,970,-373,359,-204,null,-24,null,-688,282,null,646,963,-639,576,-993,884,128,279,735,11,-5,-169,896,535,-134,-16,523,null,-17,-508,584,557,754,-914,214,-819,-421,null,-136,-326,-916,411,796
-210,997,-932,-739,305,958,-58,326,-125,687,-962,724,-30,-242,317,-777,560,null,-942,-116,-66,522,649,-386,198,-315,-938,-883,408,138,74,null,528,-729,null,635,null,-985,null,-786,-382,-716,-134,288,-12,-571,-296,699,null,-973,-926,-921,845,-707
null,91,-949,625,665,-452,-115,-140,-779,113,-23,753,-654,71,-346,-997,507,-789,471,-569,-94,754,888,-586,963,345,-285,-250,-922,-937,114,-857,773,-768,null,422,-56,882,965,-83,-624,null,-269,432,-697,683,-350,-261,709,-591,-993,97,-806,67
null,-390,-58,-662,-758,-90,930,-643,996,-334,420,-82,585,-630,679,-846,861,602,16,231,-380,689,484,-366,-938,-128,-455,-403,-326,-46,986,null,167,834,null,370,-671,-468,-18,-910,-222,null,309,848,189,-881,-158,-492,null,836,-711,324,-462,618
null,-607,841,491,-294,980,325,113,258,892,-881,603,-432,706,573,-740,-563,null,-686,405,459,314,465,275,76,968,200,-515,-756,749,-683,679,815,-68,464,-697,549,-827,-897,-182,392,null,567,80,112,-62,-729,-175,611,-17,-365,-561,-156,-884
