product_id,name,price,quantity,category,description,production_date,expiration_date,rating,status
184,Ялтинская,5192,501,Напитки,"Отличается высоким содержанием нарингина, флавоноида, полезного для снижения уровня холестерина и улучшения пищеварения.",2009-03-04,2028-07-02,1.36,Shipping
185,Сковороды,9209,573,Товары для дома,"Может использоваться как основа для приготовления домашних йогуртов, сыров и других молочных продуктов.",2020-05-11,2023-03-12,1.07,Refunded
186,Освежитель воздуха,9541,14,Товары для дома,Отличается высокой питательностью и способен быстро утолить голод.,2013-05-05,2026-04-01,4.51,Backorder
187,Отбеливатель,260,185,Товары для дома,"Отличается широким ассортиментом вкусов и форматов, удовлетворяя потребности разных категорий потребителей.",2002-04-10,2016-02-05,1.37,Returned
188,Клюква,5217,466,Фрукты,"Отличается высоким содержанием меди, необходимой для синтеза коллагена и эластина.",2012-06-04,2015-01-08,1.37,Refunded
189,Мортаделла,8153,857,Мясо,Помогает поддерживать нормальный уровень артериального давления.,2011-01-22,2024-05-01,3.42,Refunded
190,Редис,5753,751,Овощи,"Помогает поддерживать нормальный уровень аллицина, вещества, обладающего антибактериальными и противогрибковыми свойствами.",2018-01-03,2025-11-04,4.14,Sold
191,Шпинат,8013,458,Овощи,"Отличается высоким содержанием биотина, необходимого для здоровья волос, кожи и ногтей.",2019-02-06,2024-01-01,3.19,Refunded
192,Пакеты для Дня независимости,7010,403,Товары для дома,"Обладает мягким вкусом, который нравится многим потребителям.",2017-01-01,2020-03-04,0.22,Available for Pickup
193,Тан,2718,538,Молочные продукты,Помогает поддерживать нормальный уровень гормонов в организме.,2001-08-04,2009-09-06,0.99,Out of Stock
194,Помело,497,402,Фрукты,Отличается универсальностью применения в кулинарии и пищевой промышленности.,1995-03-15,2021-04-09,4.78,Refunded
195,Окра,4901,695,Овощи,"Отличается высоким содержанием генистеина, изофлавона, полезного для здоровья костей и профилактики рака.",2015-01-23,2030-04-08,1.22,Cancelled
196,Куриные крылышки,3826,979,Мясо,Используется в косметологии для ухода за кожей и волосами.,2019-08-03,2023-01-09,2.74,Returned
197,Йогурт питьевой,6910,81,Напитки,"Отличается высоким содержанием мирицетина, флавоноида, обладающего антиоксидантными и противовоспалительными свойствами.",2016-01-09,2020-06-19,1.54,Returned
198,Кавказская,5315,549,Напитки,"Отличается высоким содержанием карнитина, необходимого для преобразования жиров в энергию.",1995-03-01,2002-05-04,2.96,Cancelled
199,Какао-порошок,4129,9,Бакалея,Помогает поддерживать нормальный уровень глюкозы в крови.,2003-05-20,2014-05-20,0.51,Sold
200,Чеддер,5932,776,Молочные продукты,Помогает поддерживать нормальный уровень холестерина в крови.,2005-01-01,2009-03-02,0.39,Returned
201,Цукини,748,33,Овощи,"Имеет низкий гликемический индекс, что делает его безопасным для диабетиков.",2022-03-08,2026-02-09,3.61,In Stock
202,Контейнеры для хранения продуктов,3199,319,Товары для дома,"Помогает улучшить состояние волос, ногтей и кожи.",1996-01-03,2019-05-05,4.17,Awaiting Payment
203,Портулак,2917,959,Овощи,Придает блюдам особую нежность и насыщенность.,2000-02-28,2006-03-01,1.9,Backorder
204,Банан,8539,77,Фрукты,"Отличается высоким содержанием калия, необходимого для нормальной работы сердца.",2003-06-01,2006-06-14,1.19,New
205,Репа,9436,681,Овощи,"Помогает поддерживать нормальный уровень куркумина, вещества, обладающего противовоспалительными и антиоксидантными свойствами.",2002-03-22,2016-03-10,2.2,Backorder
206,Каша из дробленной кускусовой крупы,2304,999,Бакалея,"Отличается высоким содержанием пиридоксина, необходимого для синтеза нейромедиаторов.",1997-09-02,2021-10-03,2.71,Refunded
207,Клюква,3216,393,Фрукты,Помогает улучшить работу мозга и повысить концентрацию внимания.,2008-01-03,2012-01-05,1.04,Shipping
208,Адыгейский сыр,5017,509,Молочные продукты,Прошел тестирование на отсутствие ГМО и вредных химических соединений.,2000-02-21,2025-01-01,2.26,On Backorder
209,Варенье,355,646,Бакалея,"Имеет низкий гликемический индекс, что делает его безопасным для диабетиков.",1998-03-06,2023-04-03,3.75,In Stock
210,Соль,5580,899,Бакалея,Помогает укреплять стенки сосудов и улучшать кровообращение.,2022-05-08,2028-05-06,2.73,Awaiting Payment
211,Горячий шоколад,698,951,Напитки,"Помогает поддерживать нормальный уровень нарингина, флавоноида, полезного для снижения уровня холестерина и улучшения пищеварения.",2014-04-01,2024-02-10,2.84,Sold
212,Ливерная колбаса,5479,820,Мясо,Прошел сертификацию на соответствие требованиям органических стандартов.,1999-05-02,1999-08-06,2.21,New
213,Кондиционер для волос,2633,252,Товары для дома,"Помогает поддерживать нормальный уровень кемпферола, флавоноида, полезного для здоровья сердца и сосудов.",1998-06-02,2014-07-14,1.02,Out of Stock
214,Оленина,9368,285,Мясо,Используется в косметологии для ухода за кожей и волосами.,2005-02-01,2022-02-14,2.19,Delivered
215,Шалфей сушеный,7327,877,Бакалея,Помогает укрепить иммунную систему и защитить организм от инфекций.,1998-02-28,2016-03-01,1.83,Sold
216,Пакеты для спортзала,8880,977,Товары для дома,"Помогает поддерживать нормальный уровень эритропоэтина, гормона, стимулирующего производство эритроцитов.",1993-07-09,1998-02-13,4.0,Pending
217,Персик,4177,700,Фрукты,"Отличается высоким содержанием тиамина, необходимого для нормального функционирования нервной системы.",2009-02-01,2022-01-06,3.11,Refunded
218,Катык,2251,907,Молочные продукты,"Отличается высоким содержанием фолиевой кислоты, необходимой для формирования новых клеток.",1992-03-04,2005-01-16,3.18,Pending
219,Цукини,9423,949,Овощи,"Имеет длительный срок хранения, что позволяет всегда иметь его под рукой.",2002-03-11,2021-02-15,2.27,Shipping
220,Бастурма,3672,996,Мясо,"Помогает поддерживать нормальный уровень глутатиона, главного антиоксиданта организма.",2005-03-04,2012-03-01,4.14,Backorder
221,Капуста белокочанная,4358,703,Овощи,Подходит для использования в специализированных диетах и лечебных программах.,2007-07-06,2020-04-13,4.92,On Backorder
222,Тан,8045,900,Молочные продукты,Прошел независимые лабораторные исследования и получил положительные отзывы экспертов.,2000-06-01,2026-03-03,2.48,Backorder
223,Сливки,631,30,Молочные продукты,"Имеет низкий гликемический индекс, что делает его безопасным для диабетиков.",2021-05-12,2029-03-01,2.95,On Backorder
224,Курт,9832,461,Молочные продукты,Рекомендуется для ежедневного потребления в умеренных количествах.,2011-01-04,2023-07-03,0.07,Refunded
225,Пакеты для библиотеки,2640,986,Товары для дома,"Отличается высоким содержанием нарингина, флавоноида, полезного для снижения уровня холестерина и улучшения пищеварения.",2011-06-05,2016-03-03,1.39,Backorder
226,Шпинат,9421,823,Овощи,"Отличается высоким содержанием рибофлавина, необходимого для здоровья кожи и зрения.",2013-08-24,2020-06-06,2.33,Shipping
227,Ростовская,4231,352,Напитки,"Отличается высоким содержанием хрома, необходимого для регуляции уровня сахара в крови.",2013-03-11,2016-03-15,0.73,On Backorder
228,Пастернак,5181,397,Овощи,"Помогает поддерживать нормальный уровень нарингина, флавоноида, полезного для снижения уровня холестерина и улучшения пищеварения.",2019-01-09,2019-03-05,4.06,New
229,Творог,4167,456,Молочные продукты,"Отличается низким содержанием натрия, что делает его безопасным для гипертоников.",2020-05-13,2023-04-03,4.9,On Backorder
230,Брокколи,7844,372,Овощи,"Помогает поддерживать здоровую кожу, волосы и ногти благодаря содержанию биотина.",1993-01-12,2017-01-07,0.87,Shipping
231,Озеро Медвежье,743,716,Напитки,"Отличается высоким содержанием хрома, необходимого для регуляции уровня сахара в крови.",2006-02-07,2014-04-03,3.22,Pending
232,Молоко,7482,467,Молочные продукты,"Отличается высоким содержанием марганца, необходимого для здоровья костей и соединительных тканей.",2016-01-12,2019-03-19,1.54,Out of Stock
233,Бекон,1005,168,Мясо,"Отличается высоким содержанием генистеина, изофлавона, полезного для здоровья костей и профилактики рака.",1990-08-04,1999-02-02,2.43,Returned
234,Апельсин,4034,734,Фрукты,Может быть использован в качестве заменителя менее полезных продуктов.,2009-06-12,2019-03-15,3.83,Backorder
235,Вода,2775,90,Напитки,Помогает поддерживать нормальный уровень артериального давления.,2020-04-05,2021-03-09,3.47,Awaiting Review
236,Российский сыр,203,293,Молочные продукты,Способствует снижению уровня стресса и улучшению настроения.,1994-02-07,2019-06-01,1.32,Awaiting Payment
237,Камут,2189,875,Бакалея,"Натуральный продукт, богатый витаминами и минералами, необходимыми для поддержания здоровья.",2018-01-02,2028-01-11,3.45,On Backorder
238,Апельсин,6805,689,Фрукты,Подходит для людей с различными пищевыми предпочтениями и аллергиями.,2012-01-05,2013-07-19,0.16,Shipping
239,Приморская,9280,266,Напитки,Может использоваться в детском питании начиная с раннего возраста.,2000-02-06,2010-01-09,3.32,Temporarily Unavailable
240,Студень,4942,684,Мясо,"Отличается высоким содержанием катехинов, мощных антиоксидантов, полезных для сердца и сосудов.",2002-07-01,2024-08-15,0.06,Returned
241,Конопляные семена,2143,759,Бакалея,"Натуральный продукт, богатый витаминами и минералами, необходимыми для поддержания здоровья.",1990-04-12,2019-08-06,3.12,Awaiting Payment
242,Яблоко,1221,29,Фрукты,Является важным элементом спортивного питания для восстановления после тренировок.,1993-04-04,2002-02-13,2.94,Returned
243,Брокколи,5009,631,Овощи,Помогает поддерживать нормальный уровень электролитов в организме.,2017-08-03,2028-05-22,3.29,Out of Stock
244,Российский сыр,7149,876,Молочные продукты,Отличается высокими показателями усвояемости организмом.,2020-07-03,2028-03-03,0.98,On Backorder
245,Адыгейский сыр,8359,329,Молочные продукты,Способствует нормализации обмена веществ в организме.,2021-01-04,2026-03-03,3.14,Refunded
246,Павловская,3919,488,Напитки,"Помогает поддерживать нормальный уровень даидзеина, изофлавона, полезного для здоровья женщин во время менопаузы.",2002-01-14,2024-02-02,1.29,Available for Pickup
247,Каша из дробленного пшена,3265,169,Бакалея,Отличается высокой питательностью и способен быстро утолить голод.,2015-07-02,2026-04-01,3.11,Sold
248,Бекон,6289,851,Мясо,Помогает поддерживать нормальный уровень артериального давления.,2010-03-06,2026-07-13,1.14,Temporarily Unavailable
249,Верблюжье молоко,6350,669,Молочные продукты,Отличается высокой усвояемостью и не вызывает дискомфорта в желудке.,2022-01-01,2025-01-23,0.67,Available for Pickup
250,Ямайский перец горошком,3346,289,Бакалея,Подходит для использования в рецептах традиционной кухни разных стран.,1990-05-06,2023-01-04,3.12,Backorder
251,Квас хлебный,6018,479,Напитки,"Отличается высоким содержанием ниацина, необходимого для здоровья кожи и пищеварения.",2005-01-03,2026-04-10,3.1,On Backorder
252,Сало,4860,515,Мясо,Отличается натуральным составом и отсутствием искусственных добавок.,1998-02-01,2006-07-06,4.22,On Backorder
253,Ливерная колбаса,2155,723,Мясо,"Отличается высоким содержанием ненасыщенных жирных кислот, полезных для сердца.",2015-03-01,2024-03-02,2.45,Refunded
254,Шпинат,6490,502,Овощи,"Помогает поддерживать нормальный уровень апигенина, флавоноида, полезного для здоровья мозга и иммунной системы.",2000-02-09,2004-01-03,1.69,Backorder
255,Пакеты для выставки,9260,506,Товары для дома,"Отличается высоким содержанием DMAE, вещества, улучшающего умственную деятельность и настроение.",1992-02-03,2010-01-10,2.52,Sold
256,Масло подсолнечное,8740,473,Бакалея,"Отличается высоким содержанием хрома, необходимого для регуляции уровня сахара в крови.",2022-05-03,2024-07-21,0.26,Temporarily Unavailable
257,Инжир,9747,412,Фрукты,"Обеспечивает организм необходимыми жирами, белками и углеводами.",2012-09-06,2018-07-01,0.69,Returned
258,Горчица зерновая,2019,790,Бакалея,Подходит для людей с различными пищевыми предпочтениями и аллергиями.,2013-08-08,2028-07-21,2.56,Awaiting Payment
259,Штопоры,7194,884,Товары для дома,"Помогает поддерживать нормальный уровень адреналина, гормона стресса и возбуждения.",2009-03-03,2016-03-01,4.56,Delivered
260,Пахта,6321,217,Молочные продукты,"Отличается высоким содержанием цинка, необходимого для здоровой иммунной системы.",2018-04-01,2028-04-11,3.76,Temporarily Unavailable
261,Айва,8262,917,Фрукты,"Отличается высоким содержанием бета-каротина, необходимого для здоровья глаз и кожи.",1991-03-06,2020-02-19,4.93,Temporarily Unavailable
262,Российский сыр,1827,379,Молочные продукты,"Помогает поддерживать нормальный уровень 5-гидрокситриптофана (5-HTP), предшественника серотонина.",2015-02-05,2018-02-01,2.69,Temporarily Unavailable
263,Абрикос,8332,267,Фрукты,Способствует поддержанию нормальной микрофлоры кишечника.,2006-03-17,2008-07-11,4.73,Backorder
264,Задняя часть,2665,858,Мясо,Помогает улучшать качество сна и снижать уровень тревожности.,2004-01-07,2030-07-13,0.77,Delivered
265,Самса,9903,175,Мясо,Прошел тщательный отбор сырья и контроль на каждом этапе производства.,2003-01-05,2013-02-04,1.2,Shipping
266,Кумыс,9845,11,Напитки,"Производится из высококачественного сырья, что гарантирует его безопасность и пользу для здоровья.",2001-03-01,2021-04-19,3.55,New
267,Ласси,9701,839,Молочные продукты,"Помогает поддерживать нормальный уровень норадреналина, гормона, влияющего на настроение и поведение.",1993-02-12,2005-02-04,3.43,In Stock
268,Термосы,6739,781,Товары для дома,Отличается удобством использования и экономичностью в расходе.,2003-02-01,2014-01-08,3.65,Sold
269,Шумовки,5946,741,Товары для дома,Отличается простотой в использовании и хранении.,2014-12-11,2016-02-05,4.68,Available for Pickup
270,Клюква,4920,612,Фрукты,"Помогает поддерживать нормальный уровень нарингина, флавоноида, полезного для снижения уровня холестерина и улучшения пищеварения.",1993-03-12,2027-03-15,1.05,Refunded
271,Яблоко,1354,583,Фрукты,Является важным компонентом сбалансированного рациона питания.,2009-01-03,2009-01-05,3.74,Sold
272,Мультиварка,4569,876,Товары для дома,Помогает поддерживать нормальный уровень гемоглобина в крови.,1996-01-01,2018-03-02,1.13,Shipping
273,Пакеты для уборки,6716,335,Товары для дома,Отличается высокой питательностью и способен быстро утолить голод.,2020-04-09,2029-04-01,4.95,In Stock
274,Какао,7045,961,Напитки,"Помогает поддерживать нормальный уровень кумаринов, веществ, обладающих антикоагулянтными свойствами.",1997-02-18,2025-01-10,1.39,Shipping
275,Марьинская,2394,826,Напитки,Способствует снижению уровня стресса и улучшению настроения.,2001-09-01,2008-01-22,3.65,Pending
276,Пакеты для подарков,2474,268,Товары для дома,Помогает поддерживать нормальный уровень глюкозы в крови.,2022-04-06,2028-01-07,3.64,Awaiting Review
277,Лук-порей,5011,257,Овощи,Способствует снижению уровня стресса и улучшению настроения.,2002-09-20,2019-01-06,4.25,In Stock
278,Чай черный,4874,551,Бакалея,Помогает поддерживать здоровый цвет лица и упругость кожи.,2021-01-01,2021-04-08,4.14,Temporarily Unavailable
279,Верблюжье молоко,5459,387,Молочные продукты,"Отличается высоким содержанием омега-3 жирных кислот, полезных для сердца.",2020-03-07,2029-01-07,2.96,New
280,Компот из сухофруктов,7415,758,Напитки,"Отличается высоким содержанием меди, необходимой для синтеза коллагена и эластина.",1995-06-18,2004-01-03,4.62,Available for Pickup
281,Кролик,7624,661,Мясо,"Отличается высоким содержанием биотина, необходимого для здоровья волос, кожи и ногтей.",1992-07-21,2003-06-13,0.18,Shipping
282,Пакеты для фестиваля,1826,423,Товары для дома,"Помогает поддерживать нормальный уровень зеаксантина, каротиноида, важного для здоровья глаз.",1993-02-22,1997-02-17,4.51,Cancelled
283,Vittel,2510,241,Напитки,"Отличается высоким содержанием мирицетина, флавоноида, обладающего антиоксидантными и противовоспалительными свойствами.",2022-03-11,2026-04-02,4.7,Available for Pickup
284,Манго,5020,121,Фрукты,"Отличается высоким содержанием ликопина, каротиноида, полезного для здоровья простаты и кожи.",2000-03-05,2016-02-01,0.75,Sold
285,Забайкальская,3338,734,Напитки,"Отличается высоким содержанием мирицетина, флавоноида, обладающего антиоксидантными и противовоспалительными свойствами.",2014-04-05,2023-07-25,2.07,Sold
286,Простокваша,1339,859,Молочные продукты,Отличается высокой степенью очистки и отсутствия посторонних примесей.,2016-02-07,2030-09-11,2.87,Shipping
287,Пакеты для конференции,2990,213,Товары для дома,"Помогает поддерживать здоровую кожу, волосы и ногти благодаря содержанию биотина.",2011-01-03,2015-03-01,3.83,Out of Stock
288,Цукини,9744,783,Овощи,"Помогает поддерживать нормальный уровень зеаксантина, каротиноида, важного для здоровья глаз.",2017-02-12,2020-05-04,2.9,Refunded
289,Тан,2097,616,Молочные продукты,"Отличается приятным ароматом, который усиливает аппетит.",2017-03-09,2029-01-06,4.0,Cancelled
290,Катык,5504,695,Молочные продукты,Прошел все необходимые сертификации и соответствует международным стандартам.,2015-01-05,2016-12-17,0.87,Sold
291,Косуля,3929,872,Мясо,Рекомендуется для включения в рацион беременных женщин и кормящих матерей.,2019-01-11,2028-09-03,2.73,On Backorder
292,Темный шоколад,3668,379,Бакалея,"Отличается высоким содержанием мирицетина, флавоноида, обладающего антиоксидантными и противовоспалительными свойствами.",2018-07-02,2027-06-05,3.68,Delivered
293,Каймак,5310,57,Молочные продукты,Отличается высокой питательной ценностью и помогает поддерживать здоровый образ жизни.,2019-01-04,2024-09-05,3.42,New
294,Укроп,2528,299,Овощи,"Отличается высоким содержанием капсаицина, вещества, ускоряющего метаболизм и уменьшающего боль.",1996-06-01,1997-02-10,2.26,Cancelled
295,Сливки,2932,432,Молочные продукты,"Легко усваивается организмом, обеспечивая быстрое насыщение и энергию.",1999-03-02,2004-07-02,3.45,Awaiting Review
296,Мак семена,9902,948,Бакалея,"Отличается высоким содержанием нарингина, флавоноида, полезного для снижения уровня холестерина и улучшения пищеварения.",2016-02-01,2022-05-03,4.03,Available for Pickup
297,Горошек консервированный,5669,341,Бакалея,Подходит для использования в качестве замены традиционных молочных продуктов.,2005-03-03,2019-02-23,4.92,Available for Pickup
298,Мягкие игрушки,3785,650,Товары для дома,"Популярен среди спортсменов и людей, ведущих активный образ жизни.",2019-01-02,2028-09-07,0.84,Temporarily Unavailable
299,Перец болгарский,4442,160,Овощи,Отличается натуральным составом и отсутствием искусственных добавок.,1992-03-03,2025-01-01,4.19,Delivered
300,Слива,414,464,Фрукты,Помогает предотвратить дефицит витаминов и минералов в организме.,2000-07-03,2019-04-01,0.78,Returned
301,Горчица зерновая,4258,521,Бакалея,"Отличается высоким содержанием апигенина, флавоноида, полезного для здоровья мозга и иммунной системы.",2021-04-23,2027-04-01,3.56,In Stock
302,Биточки,7056,810,Мясо,Отличается высокой эффективностью в борьбе с анемией благодаря содержанию железа.,2014-01-12,2023-01-02,1.53,Sold
303,Рагу,2793,111,Мясо,Помогает улучшить работу мозга и повысить концентрацию внимания.,2002-01-02,2004-06-09,0.59,Awaiting Payment
304,Гранат,5854,227,Фрукты,Помогает предотвратить развитие остеопороза благодаря высокому содержанию кальция.,2000-04-15,2025-01-01,4.03,Awaiting Payment
305,Панчетта,229,221,Мясо,Помогает поддерживать нормальный уровень холестерина в крови.,2019-12-03,2020-06-19,2.56,Refunded
306,Каймак,5573,127,Молочные продукты,"Отличается высоким содержанием эллаговой кислоты, вещества, обладающего противораковыми свойствами.",2009-10-01,2022-01-15,4.83,Refunded
307,"Семечки (тыквенные, подсолнечника)",3475,49,Бакалея,Используется в косметологии для ухода за кожей и волосами.,1995-03-03,2024-02-02,4.54,Pending
308,Растительное масло кунжутное,7121,440,Бакалея,"Отличается высоким содержанием генистеина, изофлавона, полезного для здоровья костей и профилактики рака.",1990-02-04,1995-04-02,0.62,Out of Stock
309,Козлятина,6540,117,Мясо,Помогает поддерживать мышечную массу и улучшает спортивные результаты.,2002-06-14,2003-02-02,0.7,Cancelled
310,Горох,6763,190,Овощи,"Отличается высоким содержанием пробиотиков, улучшающих микрофлору кишечника.",2015-07-16,2021-10-01,4.94,Available for Pickup
311,Конфи,2962,809,Мясо,"Помогает поддерживать нормальный уровень кемпферола, флавоноида, полезного для здоровья сердца и сосудов.",1996-02-02,2011-02-09,1.47,Refunded
312,Чеддер,5262,96,Молочные продукты,"Отличается высоким содержанием астаксантина, мощного антиоксиданта, полезного для кожи и суставов.",2016-06-09,2024-11-02,4.71,Delivered
313,Шелковица,5492,325,Фрукты,"Отличается высоким содержанием эвгенола, вещества, обладающего обезболивающими и антисептическими свойствами.",1992-02-01,1993-02-22,1.65,Shipping
314,Кровяная колбаса,4249,276,Мясо,Помогает поддерживать нормальный уровень гемоглобина в крови.,2006-01-26,2010-06-10,0.53,Refunded
315,Пакеты для Рождества,8099,695,Товары для дома,Помогает поддерживать нормальный уровень pH в организме.,2008-03-07,2016-03-02,0.57,Delivered
316,Мыло жидкое,776,800,Товары для дома,"Отличается высоким содержанием эвгенола, вещества, обладающего обезболивающими и антисептическими свойствами.",2006-01-16,2021-03-18,4.09,New
317,Доски разделочные,2626,980,Товары для дома,"Помогает поддерживать нормальный уровень эритропоэтина, гормона, стимулирующего производство эритроцитов.",2010-07-23,2018-01-09,4.78,New
318,Зубная щетка,4047,812,Товары для дома,"Помогает поддерживать нормальный уровень танинов, веществ, обладающих вяжущими и антисептическими свойствами.",2001-08-02,2018-09-01,3.66,Awaiting Payment
319,Бекон,4226,132,Мясо,"Отличается длительным сроком годности, что позволяет делать запасы.",2001-02-21,2011-02-07,2.44,Pending
320,Гауда,2934,616,Молочные продукты,"Имеет длительный срок хранения, что позволяет всегда иметь его под рукой.",2019-02-01,2030-04-01,4.64,Backorder
321,Простокваша,5274,205,Молочные продукты,Может использоваться в вегетарианской диете как источник белка.,1994-09-14,2004-07-03,1.58,Cancelled
322,Кетчуп,6922,449,Бакалея,Помогает улучшить работу мозга и повысить концентрацию внимания.,2010-06-11,2025-01-15,1.82,Awaiting Review
323,Картофель,3584,960,Овощи,"Является источником незаменимых аминокислот, необходимых для построения мышц.",2013-02-03,2028-01-02,0.14,Returned
324,Овсянка,1054,98,Бакалея,"Отличается высоким содержанием пантотеновой кислоты, необходимой для метаболизма жиров, белков и углеводов.",2012-09-01,2016-02-03,1.85,Returned
325,Каша из перловки,7519,743,Бакалея,Помогает поддерживать нормальный уровень эстрогенов у женщин.,1990-05-03,2027-01-04,1.3,Awaiting Review
326,Клубника,842,148,Фрукты,"Помогает поддерживать нормальный уровень метионина, аминокислоты, необходимой для детоксикации организма.",2000-03-07,2007-01-01,1.61,Shipping
327,Пакеты для дня рождения,7080,413,Товары для дома,"Отличается высоким содержанием ниацина, необходимого для здоровья кожи и пищеварения.",2005-08-07,2018-06-04,2.44,Temporarily Unavailable
328,Мороженое,7464,362,Молочные продукты,"Отличается широким ассортиментом вкусов и форматов, удовлетворяя потребности разных категорий потребителей.",2019-02-01,2023-02-12,3.77,Available for Pickup
329,Камамбер,8914,927,Молочные продукты,"Является источником важных нутриентов, необходимых для роста и развития детей.",2006-03-17,2008-05-13,0.16,Cancelled
330,Каша из кукурузной муки,1720,213,Бакалея,Подходит для использования в рецептах традиционной кухни разных стран.,2022-03-08,2026-09-02,4.45,On Backorder
331,Камамбер,4275,559,Молочные продукты,"Отличается высоким содержанием биотина, необходимого для здоровья волос, кожи и ногтей.",2005-02-17,2006-03-09,0.7,Awaiting Review
332,Турнепс,4428,358,Овощи,"Отличается высоким содержанием меди, необходимой для синтеза коллагена и эластина.",1993-10-07,1996-06-01,4.57,Temporarily Unavailable
333,Шелковица,4706,969,Фрукты,Подходит для использования в специализированных диетах и лечебных программах.,1990-01-09,2013-02-19,1.59,Pending
334,Чеснок,3961,187,Овощи,Отличается высокой эффективностью в борьбе с анемией благодаря содержанию железа.,2002-04-23,2019-04-19,2.32,Refunded
335,Абрикос,148,530,Фрукты,Подходит для людей с чувствительным пищеварением.,2012-03-02,2030-03-02,1.02,In Stock
336,Огурец,2061,480,Овощи,Отличается низкой калорийностью и высоким содержанием белка.,1997-04-03,2013-03-04,2.28,Out of Stock
337,Айран,4713,178,Молочные продукты,"Отличается высоким содержанием фосфора, необходимого для здоровья зубов и костей.",2003-02-13,2022-03-01,3.23,New
338,Чоризо,5410,206,Мясо,"Помогает поддерживать нормальный уровень серотонина, гормона счастья.",2009-02-01,2021-02-14,2.8,Shipping
339,Ложки чайные,286,901,Товары для дома,Подходит для использования в рационе людей с повышенным давлением.,2011-05-01,2020-02-07,0.72,Delivered
340,Дыня,8213,354,Фрукты,"Легко усваивается организмом, обеспечивая быстрое насыщение и энергию.",1996-02-22,2005-02-22,0.58,Cancelled
341,Репа,8506,217,Овощи,Помогает сохранять бодрость и активность в течение дня.,2020-01-15,2022-03-06,2.33,Returned
342,Пакеты для аукциона,1394,136,Товары для дома,Способствует снижению уровня стресса и улучшению настроения.,1993-06-01,2025-07-05,2.58,In Stock
343,Шубат,5252,495,Молочные продукты,Помогает поддерживать нормальный уровень холестерина в крови.,2008-02-23,2023-01-11,0.99,Shipping
344,Сгущенное молоко,8444,970,Бакалея,Помогает поддерживать нормальный уровень глюкозы в крови.,2014-02-24,2025-03-16,0.26,Awaiting Review
345,Сэндвичи с ветчиной,7650,355,Мясо,"Отличается высоким содержанием капсаицина, вещества, ускоряющего метаболизм и уменьшающего боль.",1999-01-04,2026-03-03,4.38,Awaiting Payment
346,Лук-порей,9138,854,Овощи,"Отличается высоким содержанием мирицетина, флавоноида, обладающего антиоксидантными и противовоспалительными свойствами.",2018-01-04,2022-02-16,0.7,Pending
347,Кокос,5875,349,Фрукты,"Натуральный продукт, богатый витаминами и минералами, необходимыми для поддержания здоровья.",2005-04-07,2016-07-09,0.67,Sold
348,Амарант семена,1666,611,Бакалея,Прошел тщательный отбор сырья и контроль на каждом этапе производства.,2021-01-03,2027-02-02,2.28,Sold
349,Творог,9661,360,Молочные продукты,Помогает поддерживать нормальный уровень сахара в крови.,2019-09-07,2021-06-09,3.83,Available for Pickup
350,Каша из дробленой перловки,1295,795,Бакалея,Помогает предотвратить развитие остеопороза благодаря высокому содержанию кальция.,1994-02-02,1994-06-01,1.67,Delivered
351,Смородина,3365,866,Фрукты,"Помогает поддерживать нормальный уровень даидзеина, изофлавона, полезного для здоровья женщин во время менопаузы.",2012-04-01,2021-07-05,4.04,Cancelled
352,Кондиционер для белья,9440,910,Товары для дома,"Отличается высоким содержанием фолиевой кислоты, необходимой для формирования новых клеток.",2013-03-13,2025-05-06,3.68,Pending
353,Растительное масло горчичное,9587,664,Бакалея,"Помогает поддерживать нормальный уровень апигенина, флавоноида, полезного для здоровья мозга и иммунной системы.",1998-04-03,2017-07-02,3.47,Refunded
354,Кесадилья с мясом,8109,776,Мясо,"Отличается высоким содержанием альфа-липоевой кислоты, мощного антиоксиданта.",2012-02-04,2026-02-28,3.73,Awaiting Review
355,Малина,6189,26,Фрукты,"Подходит для людей, следящих за своим весом, благодаря низкому содержанию калорий.",2018-02-18,2023-01-09,4.48,Refunded
356,Тимьян сушеный,7909,3,Бакалея,Отвечает всем современным стандартам качества и безопасности.,2019-01-09,2027-01-08,4.67,In Stock
357,Анис звездчатый,8145,352,Бакалея,Представляет собой ценный источник питательных веществ для растущего организма.,1996-01-02,2008-02-11,3.55,Backorder
358,Моцарелла,9347,491,Молочные продукты,Отличается гипоаллергенностью и безопасностью для большинства людей.,2020-01-06,2023-01-10,0.45,New
359,Маринад для мяса,880,939,Бакалея,Придает блюдам особую нежность и насыщенность.,2005-07-03,2028-05-25,3.35,Awaiting Review
360,Засоленное мясо,4244,778,Мясо,"Легко усваивается организмом, обеспечивая быстрое насыщение и энергию.",2018-04-07,2019-03-02,0.1,Temporarily Unavailable
361,Энергетический напиток,9371,288,Напитки,Помогает поддерживать нормальную функцию щитовидной железы благодаря содержанию йода.,2011-02-02,2030-03-13,0.98,Sold
362,Каша из дробленной кускусовой крупы,3138,436,Бакалея,"Помогает поддерживать нормальный уровень глюкагона, гормона, регулирующего уровень глюкозы в крови.",1999-09-09,2005-04-03,0.24,On Backorder
363,Куриные грудки,3664,305,Мясо,Помогает поддерживать мышечную массу и улучшает спортивные результаты.,1999-04-03,2018-04-02,4.91,Shipping
364,Шубат,4542,265,Молочные продукты,"Помогает поддерживать нормальный уровень генистеина, изофлавона, полезного для здоровья костей и профилактики рака.",2017-03-23,2023-01-26,2.46,Awaiting Review
